,Unnamed: 0,證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
555,555,3406,玉晶光          ,849100,780000,69100,0,0,0,0,54000,-54000,25171,114441,60663,53778,24372,52979,-28607,40271
556,556,6706,惠特            ,108000,68000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,40000
557,557,020028,元大特選電動車N ,0,0,0,0,0,0,0,0,0,40000,0,0,0,40000,0,40000,40000
558,558,6214,精誠            ,48006,52000,-3994,0,0,0,0,2391,-2391,45301,18301,0,18301,29000,2000,27000,38916
559,559,3592,瑞鼎            ,201000,163185,37815,0,0,0,0,0,0,1000,0,4000,-4000,5000,0,5000,38815
560,560,2375,凱美            ,335000,293000,42000,0,0,0,0,0,0,-3779,1006,3785,-2779,0,1000,-1000,38221
561,561,1446,宏和            ,40000,2000,38000,0,0,0,0,0,0,158,158,0,158,0,0,0,38158
562,562,6168,宏齊            ,362000,324000,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,38000
563,563,3035,智原            ,1303899,1365000,-61101,0,0,0,79000,2000,77000,21967,120082,98829,21253,63301,62587,714,37866
564,564,3296,勝德            ,76000,39000,37000,0,0,0,0,1000,-1000,1000,1000,0,1000,0,0,0,37000
565,565,2364,倫飛            ,52000,15000,37000,0,0,0,0,0,0,0,0,0,0,0,0,0,37000
566,566,2243,宏旭-KY         ,46000,8000,38000,0,0,0,0,0,0,-1000,1000,2000,-1000,0,0,0,37000
567,567,9933,中鼎            ,743000,707000,36000,0,0,0,0,0,0,544,9248,8704,544,0,0,0,36544
568,568,4736,泰博            ,39000,6000,33000,0,0,0,0,0,0,3082,0,0,0,3082,0,3082,36082
569,569,6024,群益期          ,107000,71000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,36000
570,570,6541,泰福-KY         ,111000,75000,36000,0,0,0,0,0,0,0,1000,1000,0,0,0,0,36000
571,571,020032,元大綠能N       ,0,0,0,0,0,0,0,0,0,36000,0,0,0,46000,10000,36000,36000
572,572,1762,中化生          ,51000,14000,37000,0,0,0,0,0,0,-1090,0,1090,-1090,0,0,0,35910
573,573,8341,日友            ,50000,15000,35000,0,0,0,0,0,0,555,555,0,555,0,0,0,35555
574,574,2546,根基            ,61000,26000,35000,0,0,0,0,0,0,-241,0,1000,-1000,1354,595,759,34759
575,575,2348,海悅            ,188000,156000,32000,0,0,0,0,0,0,2611,12000,9389,2611,0,0,0,34611
576,576,3026,禾伸堂          ,63000,29000,34000,0,0,0,0,0,0,571,1000,429,571,0,0,0,34571
577,577,00925,新光標普電動車  ,0,0,0,0,0,0,0,0,0,34282,0,0,0,345545,311263,34282,34282
578,578,8104,錸寶            ,38000,3000,35000,0,0,0,0,0,0,-1000,0,1000,-1000,0,0,0,34000
579,579,00653L,富邦印度正2     ,4000,13000,-9000,0,0,0,0,0,0,42835,0,0,0,92353,49518,42835,33835
580,580,8039,台虹            ,114000,82000,32000,0,0,0,0,2000,-2000,3000,0,0,0,3000,0,3000,33000
581,581,6216,居易            ,69000,45000,24000,0,0,0,0,0,0,8964,9000,36,8964,0,0,0,32964
582,582,9902,台火            ,87000,54000,33000,0,0,0,0,0,0,-105,3400,3505,-105,0,0,0,32895
583,583,6515,穎崴            ,97000,48000,49000,0,0,0,0,20000,-20000,3236,0,0,0,5306,2070,3236,32236
584,584,4133,亞諾法          ,49000,15000,34000,0,0,0,0,0,0,-2000,0,2000,-2000,0,0,0,32000
585,585,00852L,國泰美國道瓊正2 ,0,0,0,0,0,0,0,0,0,31008,0,0,0,37008,6000,31008,31008
586,586,1539,巨庭            ,33000,2000,31000,0,0,0,0,0,0,0,0,0,0,0,0,0,31000
587,587,4583,台灣精銳        ,64000,60000,4000,0,0,0,0,0,0,27000,33000,6000,27000,0,0,0,31000
588,588,4108,懷特            ,35000,5000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,30000
589,589,1474,弘裕            ,36000,6000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,30000
590,590,2753,八方雲集        ,90000,101000,-11000,0,0,0,0,0,0,41000,0,0,0,41000,0,41000,30000
591,591,2616,山隆            ,44000,14000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,30000
592,592,00702,國泰標普低波高息,10000,0,10000,0,0,0,0,0,0,19000,0,0,0,120000,101000,19000,29000
593,593,3652,精聯            ,36000,9000,27000,0,0,0,0,0,0,2000,2000,0,2000,0,0,0,29000
594,594,3607,谷崧            ,101000,74000,27000,0,0,0,0,1000,-1000,2000,2000,0,2000,0,0,0,28000
595,595,1726,永記            ,29000,1012,27988,0,0,0,0,0,0,0,0,0,0,0,0,0,27988
596,596,1537,廣隆            ,47000,20000,27000,0,0,0,0,0,0,201,201,0,201,0,0,0,27201
597,597,020034,元大IC設計N     ,0,0,0,0,0,0,0,0,0,27000,0,0,0,32000,5000,27000,27000
598,598,6558,興能高          ,32000,13000,19000,0,0,0,0,0,0,7288,7288,0,7288,0,0,0,26288
599,599,2441,超豐            ,532000,500000,32000,0,0,0,0,5740,-5740,0,0,0,0,0,0,0,26260
600,600,1725,元禎            ,116000,85000,31000,0,0,0,0,0,0,-5000,0,5000,-5000,0,0,0,26000
601,601,1234,黑松            ,31000,5000,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,26000
602,602,2612,中航            ,64000,38000,26000,0,0,0,0,0,0,-14,0,0,0,0,14,-14,25986
603,603,00737,國泰AI+Robo     ,12000,1000,11000,0,0,0,0,0,0,14562,0,0,0,14562,0,14562,25562
604,604,4572,駐龍            ,144100,188000,-43900,0,0,0,40000,0,40000,29000,39000,10000,29000,0,0,0,25100
605,605,5283,禾聯碩          ,29000,4000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
606,606,00916,國泰全球品牌50  ,8000,1000,7000,0,0,0,0,0,0,17874,0,0,0,64000,46126,17874,24874
607,607,1220,台榮            ,14000,88000,-74000,0,0,0,0,0,0,98000,98000,0,98000,0,0,0,24000
608,608,2908,特力            ,29000,5000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,24000
609,609,6949,沛爾生醫-創     ,26000,2000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,24000
610,610,3138,耀登            ,67000,41100,25900,0,0,0,0,0,0,-2000,0,2000,-2000,0,0,0,23900
611,611,1611,中電            ,141000,132000,9000,0,0,0,0,0,0,14549,14549,0,14549,0,0,0,23549
612,612,2723,美食-KY         ,81000,55000,26000,0,0,0,0,0,0,-3000,0,11000,-11000,8000,0,8000,23000
613,613,2832,台產            ,57000,34000,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,23000
614,614,6585,鼎基            ,87000,91000,-4000,0,0,0,0,0,0,27000,46000,21000,25000,2000,0,2000,23000
615,615,6863,永道-KY         ,31000,7000,24000,0,0,0,0,0,0,-1233,3000,4231,-1231,0,2,-2,22767
616,616,6115,鎰勝            ,32000,31000,1000,0,0,0,0,0,0,20512,21000,488,20512,0,0,0,21512
617,617,4106,雃博            ,16000,1000,15000,0,0,0,0,0,0,6398,7125,727,6398,0,0,0,21398
618,618,2420,新巨            ,33000,17000,16000,0,0,0,0,0,0,4000,4000,0,4000,0,0,0,20000
619,619,020031,統一IC設計臺灣N ,0,0,0,0,0,0,0,0,0,20000,0,0,0,24000,4000,20000,20000
620,620,2028,威致            ,31000,21000,10000,0,0,0,0,0,0,9000,9000,0,9000,0,0,0,19000
621,621,2107,厚生            ,45000,27000,18000,0,0,0,0,0,0,1000,1000,0,1000,0,0,0,19000
622,622,1418,東華            ,27000,9000,18000,0,0,0,0,0,0,1000,1000,0,1000,0,0,0,19000
623,623,6224,聚鼎            ,34000,15000,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,19000
624,624,1506,正道            ,19000,1000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000
625,625,1307,三芳            ,134000,124000,10000,0,0,0,0,0,0,7000,33000,26000,7000,0,0,0,17000
626,626,3543,州巧            ,37000,20000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,17000
627,627,2380,虹光            ,17000,0,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,17000
628,628,1817,凱撒衛          ,19000,2000,17000,0,0,0,0,0,0,-150,0,0,0,0,150,-150,16850
629,629,00913,兆豐台灣晶圓製造,50000,55000,-5000,0,0,0,0,0,0,21493,0,0,0,383000,361507,21493,16493
630,630,9935,慶豐富          ,26000,10000,16000,0,0,0,0,0,0,0,15000,15000,0,0,0,0,16000
631,631,5269,祥碩            ,302000,290034,11966,0,0,0,22000,32046,-10046,14037,26044,11000,15044,5955,6962,-1007,15957
632,632,3060,銘異            ,90000,12000,78000,0,0,0,0,0,0,-62508,0,62508,-62508,0,0,0,15492
633,633,4912,聯德控股-KY     ,114000,99000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
634,634,911608,明輝-DR         ,15000,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
635,635,2528,皇普            ,140000,124000,16000,0,0,0,0,0,0,-1000,0,1000,-1000,0,0,0,15000
636,636,2706,第一店          ,19000,4000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000
637,637,2882B,國泰金乙特      ,0,0,0,0,0,0,0,0,0,15000,15000,0,15000,0,0,0,15000
638,638,6691,洋基工程        ,37000,22014,14986,0,0,0,0,0,0,0,0,0,0,0,0,0,14986
639,639,00686R,群益臺灣加權反1 ,0,0,0,0,0,0,0,0,0,14900,0,0,0,613000,598100,14900,14900
640,640,006207,復華滬深        ,1000,15000,-14000,0,0,0,0,0,0,28891,0,0,0,96466,67575,28891,14891
641,641,00693U,期街口S&P黃豆   ,17000,1000,16000,0,0,0,0,0,0,-1733,0,0,0,16267,18000,-1733,14267
642,642,6799,來頡            ,150000,145000,5000,0,0,0,0,1000,-1000,10176,0,0,0,13000,2824,10176,14176
643,643,6552,易華電          ,34000,18000,16000,0,0,0,0,0,0,-2000,0,2000,-2000,0,0,0,14000
644,644,6645,金萬林-創       ,17000,3000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,14000
645,645,2465,麗臺            ,733000,719000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,14000
646,646,4557,永新-KY         ,21000,7000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,14000
647,647,2881B,富邦金乙特      ,0,4000,-4000,0,0,0,0,0,0,18000,36000,18000,18000,0,0,0,14000
648,648,00668,國泰美國道瓊    ,0,0,0,0,0,0,0,0,0,13504,0,0,0,61565,48061,13504,13504
649,649,1219,福壽            ,64000,51000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,13000
650,650,1471,首利            ,20000,6000,14000,0,0,0,0,0,0,-1000,0,1000,-1000,0,0,0,13000
651,651,2254,巨鎧精密-創     ,14000,0,14000,0,0,0,0,0,0,-1000,0,1000,-1000,0,0,0,13000
652,652,3593,力銘            ,11000,1000,10000,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,13000
653,653,9942,茂順            ,64000,47000,17000,0,0,0,0,0,0,-4000,0,4000,-4000,0,0,0,13000
654,654,8462,柏文            ,20000,4000,16000,0,0,0,0,0,0,-4000,0,4000,-4000,0,0,0,12000
655,655,6698,旭暉應材        ,65000,53000,12000,0,0,0,0,0,0,0,1000,1000,0,0,0,0,12000
656,656,8131,福懋科          ,25000,14000,11000,0,0,0,1000,0,1000,0,0,0,0,0,0,0,12000
657,657,1806,冠軍            ,12000,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,12000
658,658,6155,鈞寶            ,72000,60000,12000,0,0,0,0,0,0,0,4000,4000,0,0,0,0,12000
659,659,6504,南六            ,13000,1000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,12000
660,660,2233,宇隆            ,30000,19000,11000,0,0,0,0,0,0,861,1000,94,906,0,45,-45,11861
661,661,3533,嘉澤            ,144027,147000,-2973,0,0,0,4000,16107,-12107,26377,23115,7015,16100,20946,10669,10277,11297
662,662,00700,富邦恒生國企    ,107000,2000,105000,0,0,0,0,0,0,-93850,0,0,0,51150,145000,-93850,11150
663,663,3653,健策            ,244000,210000,34000,0,0,0,5000,1000,4000,-27048,7958,17000,-9042,4000,22006,-18006,10952
664,664,5288,豐祥-KY         ,12000,2000,10000,0,0,0,0,0,0,791,1000,0,1000,0,209,-209,10791
665,665,2115,六暉-KY         ,11000,1000,10000,0,0,0,0,0,0,385,0,0,0,1000,615,385,10385
666,666,2069,運錩            ,3000,2000,1000,0,0,0,0,0,0,9000,9000,0,9000,0,0,0,10000
667,667,1776,展宇            ,14000,2000,12000,0,0,0,0,0,0,-2000,1000,3000,-2000,0,0,0,10000
668,668,1530,亞崴            ,16000,3000,13000,0,0,0,0,0,0,-3000,0,3000,-3000,0,0,0,10000
669,669,4581,光隆精密-KY     ,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,10000
670,670,4439,冠星-KY         ,11000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,10000
671,671,1414,東和            ,47000,40000,7000,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,10000
672,672,4999,鑫禾            ,12000,2000,10000,0,0,0,0,0,0,-338,0,338,-338,0,0,0,9662
673,673,2455,全新            ,2370000,1348638,1021362,0,0,0,300000,1352000,-1052000,40090,180299,192488,-12189,54279,2000,52279,9452
674,674,2891B,中信金乙特      ,0,0,0,0,0,0,0,0,0,9000,9000,0,9000,0,0,0,9000
675,675,2939,凱羿-KY         ,17000,7000,10000,0,0,0,0,0,0,-1000,0,1000,-1000,0,0,0,9000
676,676,00851,台新全球AI      ,0,0,0,0,0,0,0,0,0,9000,0,0,0,12000,3000,9000,9000
677,677,2397,友通            ,10000,1000,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,9000
678,678,3022,威強電          ,76000,65000,11000,0,0,0,0,0,0,-2050,0,50,-50,0,2000,-2000,8950
679,679,3028,增你強          ,104000,59000,45000,0,0,0,0,0,0,-36422,0,36422,-36422,0,0,0,8578
680,680,9905,大華            ,41000,33000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,8000
681,681,1338,廣華-KY         ,15000,1000,14000,0,0,0,0,0,0,-6000,0,6000,-6000,0,0,0,8000
682,682,1735,日勝化          ,9000,2000,7000,0,0,0,0,0,0,1000,1000,0,1000,0,0,0,8000
683,683,2236,百達-KY         ,171000,166000,5000,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,8000
684,684,6108,競國            ,79000,71000,8000,0,0,0,0,0,0,-44,0,44,-44,0,0,0,7956
685,685,4942,嘉彰            ,14000,12000,2000,0,0,0,0,0,0,5532,6000,468,5532,0,0,0,7532
686,686,00690,兆豐藍籌30      ,3000,3000,0,0,0,0,0,0,0,7230,38000,0,38000,282014,312784,-30770,7230
687,687,6278,台表科          ,579000,588000,-9000,0,0,0,93000,52000,41000,-24955,1000,18002,-17002,7047,15000,-7953,7045
688,688,5607,遠雄港          ,81000,78000,3000,0,0,0,0,1000,-1000,5000,0,0,0,7000,2000,5000,7000
689,689,9925,新保            ,33000,26000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,7000
690,690,8481,政伸            ,8000,1000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,7000
691,691,1456,怡華            ,17000,10000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,7000
692,692,5906,台南-KY         ,11000,4000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,7000
693,693,8996,高力            ,1474002,1530000,-55998,0,0,0,70000,19000,51000,11551,40301,52754,-12453,59549,35545,24004,6553
694,694,6768,志強-KY         ,22000,16000,6000,0,0,0,0,0,0,250,250,0,250,0,0,0,6250
695,695,6598,ABC-KY          ,6000,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
696,696,8162,微矽電子-創     ,6000,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
697,697,1597,直得            ,80000,73000,7000,0,0,0,0,0,0,-1000,0,1000,-1000,0,0,0,6000
698,698,6142,友勁            ,25000,19000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
699,699,6426,統新            ,24000,18000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
700,700,1321,大洋            ,11000,5000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
701,701,2033,佳大            ,11000,5000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
702,702,2712,遠雄來          ,7000,1000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
703,703,2642,宅配通          ,7000,1000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
704,704,0051,元大中型100     ,12000,14000,-2000,0,0,0,0,0,0,7612,15000,0,15000,0,7388,-7388,5612
705,705,6281,全國電          ,41000,35000,6000,0,0,0,0,0,0,-839,2000,2839,-839,0,0,0,5161
706,706,1558,伸興            ,15001,10000,5001,0,0,0,0,0,0,0,0,0,0,0,0,0,5001
707,707,1452,宏益            ,6000,1000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
708,708,1526,日馳            ,16000,11000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
709,709,2433,互盛電          ,8000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
710,710,2429,銘旺科          ,2000,0,2000,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,5000
711,711,2496,卓越            ,9000,5000,4000,0,0,0,0,0,0,1000,1000,0,1000,0,0,0,5000
712,712,2247,汎德永業        ,5000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
713,713,2414,精技            ,10000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
714,714,6525,捷敏-KY         ,10000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
715,715,6534,正瀚-創         ,7000,2000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
716,716,6937,天虹            ,20000,15000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
717,717,1315,達新            ,7000,2000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
718,718,6606,建德工業        ,12000,7000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,5000
719,719,00905,FT臺灣Smart     ,63000,59000,4000,0,0,0,0,0,0,574,98000,0,98000,561000,658426,-97426,4574
720,720,3591,艾笛森          ,26000,22000,4000,0,0,0,0,0,0,26,37,11,26,0,0,0,4026
721,721,3518,柏騰            ,22000,28000,-6000,0,0,0,0,0,0,10000,10000,0,10000,0,0,0,4000
722,722,3528,安馳            ,4000,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,4000
723,723,3054,立萬利          ,4000,0,4000,0,0,0,0,0,0,0,1000,1000,0,0,0,0,4000
724,724,6573,虹揚-KY         ,8000,2000,6000,0,0,0,0,0,0,-2000,0,2000,-2000,0,0,0,4000
725,725,8438,昶昕            ,4000,1000,3000,0,0,0,0,0,0,1000,4000,3000,1000,0,0,0,4000
726,726,910861,神州-DR         ,4000,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,4000
727,727,9912,偉聯            ,8000,2000,6000,0,0,0,0,0,0,-2000,0,2000,-2000,0,0,0,4000
728,728,9928,中視            ,0,0,0,0,0,0,0,0,0,4000,4000,0,4000,0,0,0,4000
729,729,1423,利華            ,6000,2000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,4000
730,730,1101B,台泥乙特        ,0,0,0,0,0,0,0,0,0,4000,4000,0,4000,0,0,0,4000
731,731,4967,十銓            ,234000,255000,-21000,0,0,0,0,0,0,24412,25000,588,24412,0,0,0,3412
732,732,6183,關貿            ,6000,4000,2000,0,0,0,0,0,0,1386,2000,0,2000,0,614,-614,3386
733,733,8443,阿瘦            ,6000,2000,4000,0,0,0,0,0,0,-902,98,1000,-902,0,0,0,3098
734,734,1110,東泥            ,11000,6000,5000,0,0,0,0,0,0,-2000,0,2000,-2000,0,0,0,3000
735,735,4722,國精化          ,10000,7000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
736,736,4737,華廣            ,8000,5000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
737,737,4440,宜新實業        ,1000,1000,0,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,3000
738,738,4560,強信-KY         ,68000,65000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
739,739,1454,台富            ,4000,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
740,740,00736,國泰新興市場    ,24000,0,24000,0,0,0,0,0,0,-21000,0,0,0,100000,121000,-21000,3000
741,741,006203,元大MSCI台灣    ,0,0,0,0,0,0,0,0,0,3000,0,0,0,4000,1000,3000,3000
742,742,2466,冠西電          ,3000,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
743,743,2901,欣欣            ,4000,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,3000
744,744,1340,勝悅-KY         ,19000,12000,7000,0,0,0,0,0,0,-4478,7000,11478,-4478,0,0,0,2522
745,745,00663L,國泰臺灣加權正2 ,0,1000,-1000,0,0,0,0,0,0,3190,0,0,0,4190,1000,3190,2190
746,746,1439,雋揚            ,11000,10000,1000,0,0,0,0,0,0,1000,1000,0,1000,0,0,0,2000
747,747,1256,鮮活果汁-KY     ,4000,1000,3000,0,0,0,0,0,0,-1000,0,1000,-1000,0,0,0,2000
748,748,1466,聚隆            ,8000,6000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
749,749,2904,匯僑            ,4000,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
750,750,4438,廣越            ,4000,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
751,751,1323,永裕            ,1000,0,1000,0,0,0,0,0,0,1000,1000,0,1000,0,0,0,2000
752,752,5203,訊連            ,26000,14000,12000,0,0,0,0,0,0,-10000,1000,0,1000,0,11000,-11000,2000
753,753,8488,吉源-KY         ,6000,5000,1000,0,0,0,0,0,0,1000,1000,0,1000,0,0,0,2000
754,754,2891C,中信金丙特      ,0,0,0,0,0,0,0,0,0,2000,2000,0,2000,0,0,0,2000
755,755,8249,菱光            ,7000,5000,2000,0,0,0,0,0,0,-178,822,1000,-178,0,0,0,1822
756,756,1906,寶隆            ,5000,4000,1000,0,0,0,0,0,0,426,2000,1574,426,0,0,0,1426
757,757,6582,申豐            ,4000,3000,1000,0,0,0,0,0,0,265,265,0,265,0,0,0,1265
758,758,2432,倚天酷碁-創     ,0,2000,-2000,0,0,0,0,0,0,3000,0,0,0,3000,0,3000,1000
759,759,8482,商億-KY         ,0,1000,-1000,0,0,0,0,0,0,2000,2000,0,2000,0,0,0,1000
760,760,9944,新麗            ,13000,12000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
761,761,9110,越南控-DR       ,3000,2000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
762,762,8072,陞泰            ,6000,5000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
763,763,6792,詠業            ,6000,5000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
764,764,6916,華凌            ,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
765,765,6861,睿生光電        ,2000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
766,766,3040,遠見            ,3000,2000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
767,767,2424,隴華            ,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
768,768,2945,三商家購        ,3000,2000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
769,769,2910,統領            ,0,3000,-3000,0,0,0,0,0,0,4000,4000,0,4000,0,0,0,1000
770,770,1213,大飲            ,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
771,771,1419,新紡            ,2000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
772,772,00666R,富邦恒生國企反1 ,0,2000,-2000,0,0,0,0,0,0,3000,0,0,0,323000,320000,3000,1000
773,773,020036,元大金融配息N   ,0,0,0,0,0,0,0,0,0,1000,0,0,0,2000,1000,1000,1000
774,774,020002,元富新中國N     ,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000
775,775,2351,順德            ,210000,209000,1000,0,0,0,0,0,0,-70,0,0,0,2000,2070,-70,930
776,776,6526,達發            ,55000,48000,7000,0,0,0,0,7000,-7000,696,1000,0,1000,4000,4304,-304,696
777,777,1589,永冠-KY         ,138000,81000,57000,0,0,0,0,0,0,-56794,2000,2226,-226,0,56568,-56568,206
778,778,9918,欣天然          ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
